article_name,country,revision_id,article_quality,population
Tuula Väätäinen,Finland,756761475,Stub,5476031
Unto Valpas,Finland,756761501,Stub,5476031
Valto Koski,Finland,756761504,Stub,5476031
Wille Rydman,Finland,756761526,Stub,5476031
Janina Andersson,Finland,756796860,Stub,5476031
Johanna Jurva,Finland,756819762,Stub,5476031
Katja Hänninen,Finland,756822108,Stub,5476031
Leena Rauhala,Finland,756823349,Stub,5476031
Merikukka Forsius,Finland,756826698,Stub,5476031
Nanna Sumuvuori,Finland,756827364,Start,5476031
Sari Palm,Finland,756830347,Stub,5476031
Ulla-Maj Wideroos,Finland,756833038,Stub,5476031
Erkki Virtanen,Finland,757050759,Stub,5476031
Aili Siiskonen,Finland,757340358,Stub,5476031
Alma Jokinen,Finland,757340390,Stub,5476031
Anna Haverinen,Finland,757340434,Stub,5476031
Hilda Herrala,Finland,757341179,Stub,5476031
Hilma Valjakka,Finland,757341214,Stub,5476031
Laura Brander-Wallin,Finland,757341461,Stub,5476031
Lempi Tuomi,Finland,757341468,Stub,5476031
Martta Salmela-Järvinen,Finland,757341754,Stub,5476031
Mimmi Haapasalo,Finland,757341816,Stub,5476031
Sylvi Siltanen,Finland,757342110,Stub,5476031
Sylvi-Kyllikki Kilpi,Finland,757342113,Stub,5476031
Ida Hämäläinen,Finland,757564804,Stub,5476031
Voitto Eloranta,Finland,757564808,Stub,5476031
Toivo Hjalmar Långström,Finland,757564813,Stub,5476031
Lauri Letonmäki,Finland,757564814,Stub,5476031
Kaisu-Mirjami Rydberg,Finland,757564821,Start,5476031
Juha T. Viitasaari,Finland,757564824,Stub,5476031
Mauri Ryömä,Finland,757564830,Stub,5476031
Taisto Sinisalo,Finland,757564837,Stub,5476031
Esa Hietanen,Finland,757564844,Stub,5476031
Ilmari Auer,Finland,757564949,Stub,5476031
Eva Heikinheimo,Finland,757564954,Stub,5476031
Taavetti Heimonen,Finland,757564955,Stub,5476031
Eemil Linna,Finland,757564965,Stub,5476031
Johannes Lundson,Finland,757564969,Stub,5476031
Kaarlo Vuokoski,Finland,757564981,Stub,5476031
Lauri Linna,Finland,757565138,Stub,5476031
Kalevi Remes,Finland,757565139,Stub,5476031
Olavi Tupamäki,Finland,757565143,Stub,5476031
Augusta Laine,Finland,757665649,Stub,5476031
Aune Mänttäri,Finland,757665656,Stub,5476031
Arthur Brofeldt,Finland,757838800,Stub,5476031
Mikko Piitulainen,Finland,757887100,Stub,5476031
Vappu Heinonen,Finland,759040670,Stub,5476031
Matti Kekki,Finland,759518575,Stub,5476031
Annie Furuhjelm,Finland,759819555,GA,5476031
Anna-Liisa Linkola,Finland,760706102,Stub,5476031
Lucina Hagman,Finland,760710006,Stub,5476031
Juho Eerola,Finland,760828437,Stub,5476031
Peter Lindbäck,Finland,760993373,Stub,5476031
Stefan Wallin,Finland,761072947,Start,5476031
Eino S. Repo,Finland,761194274,Start,5476031
Mikko Vainio,Finland,761715077,Stub,5476031
Olavi Mäenpää,Finland,762076149,Stub,5476031
Ahti Pekkala,Finland,762919200,Stub,5476031
Ernst Estlander,Finland,763808737,Stub,5476031
Tuomo Puumala,Finland,763840919,Stub,5476031
Eemeli Aakula,Finland,764034891,Stub,5476031
Jukka Tuomikoski,Finland,764751831,Stub,5476031
Kasten Antell,Finland,765288891,Stub,5476031
Anne Berner,Finland,766281768,C,5476031
Tyyne Salomaa,Finland,766365985,Stub,5476031
Walter Kuusela,Finland,767981915,Stub,5476031
First Ladies and Gentlemen of Finland,Finland,768124053,Stub,5476031
Iisakki Hoikka,Finland,768302190,Stub,5476031
Ilkka Kanerva,Finland,768366748,C,5476031
Paul Kraatz,Finland,768642265,Stub,5476031
Outi Alanko-Kahiluoto,Finland,769803311,Stub,5476031
Jarmo Rantanen,Finland,770789619,Stub,5476031
Gustaf Mauritz Armfelt,Finland,770939478,C,5476031
Juho Sunila,Finland,772524993,Start,5476031
Oskari Mantere,Finland,772525055,Stub,5476031
Mauno Pekkala,Finland,772525440,Stub,5476031
Ralf Törngren,Finland,772525648,Stub,5476031
V. J. Sukselainen,Finland,772525710,Stub,5476031
Rafael Paasio,Finland,772526034,Start,5476031
Teuvo Aura,Finland,772526165,Stub,5476031
Eero Yrjö Pehkonen,Finland,772675056,Stub,5476031
Heikki Haavisto,Finland,773070346,Stub,5476031
Heikki Taskinen,Finland,773070727,Stub,5476031
Verner Lindberg,Finland,773093511,Stub,5476031
Helena Brander,Finland,773095089,Stub,5476031
Helena Vatanen,Finland,773096263,Stub,5476031
Henrik Ramsay,Finland,773185737,Start,5476031
Anders Wirenius,Finland,773816371,Stub,5476031
Johannes Bäck,Finland,774204654,Stub,5476031
Immanuel Bäck,Finland,774212233,Stub,5476031
Carl-Olaf Homén,Finland,774333381,Stub,5476031
Antti Kukkonen,Finland,775251439,Stub,5476031
Theodor Wegelius,Finland,775296373,Stub,5476031
Otto Stenroth,Finland,775296731,Start,5476031
Rainer von Fieandt,Finland,775298612,Stub,5476031
Matti Louekoski,Finland,775302882,Start,5476031
Kaarlo Castrén,Finland,775541374,Start,5476031
Rainer Lemström,Finland,775596273,Stub,5476031
Jari Koskinen,Finland,776191313,Stub,5476031
Jenny af Forselles,Finland,776479497,Stub,5476031
Erik Berg,Finland,776529444,Stub,5476031
Kelpo Gröndahl,Finland,776842587,Start,5476031
Veronica Rehn-Kivi,Finland,777118226,Stub,5476031
Eva Biaudet,Finland,777545067,Start,5476031
Juha Mieto,Finland,777747816,Start,5476031
Jussi Vatanen (politician),Finland,777862711,Stub,5476031
Päiviö Hetemäki,Finland,778252120,Stub,5476031
Kauko Tuupainen,Finland,778470230,Stub,5476031
Keijo Liinamaa,Finland,778538947,Start,5476031
Markku Markkula,Finland,778832511,Start,5476031
Väinö Tanner,Finland,778970143,Start,5476031
Kuuno Honkonen,Finland,779475887,Stub,5476031
Toimi Kankaanniemi,Finland,779560565,Start,5476031
Jukka Mäkelä,Finland,779896992,Stub,5476031
Kimmo Tiilikainen,Finland,780009082,Start,5476031
Toivo Antikainen,Finland,780345945,C,5476031
Ida Aalle-Teljo,Finland,780544240,Stub,5476031
Umayya Abu-Hanna,Finland,780544504,Start,5476031
Raila Aho,Finland,780544563,Stub,5476031
Eveliina Ala-Kulju,Finland,780544626,Stub,5476031
Ulla Anttila,Finland,780544847,Stub,5476031
Outi Ojala,Finland,781122944,Stub,5476031
Marja Lahti,Finland,781407338,Stub,5476031
Aarne Saarinen,Finland,781983879,Start,5476031
Oswald Kairamo,Finland,782130988,Stub,5476031
List of Presidents of the Sami Parliament of Finland,Finland,782288216,Stub,5476031
Adolf Ivar Arwidsson,Finland,782521575,Start,5476031
Veikko Vennamo,Finland,782596685,Start,5476031
Kari Rajamäki,Finland,782823952,Stub,5476031
List of Chairpersons of the Sami Parliament of Sweden,Finland,783500239,Stub,5476031
Fennoman movement,Finland,784555022,Start,5476031
Raimo Vistbacka,Finland,784864073,Stub,5476031
Simon Elo,Finland,785459779,Stub,5476031
Jari Lindström,Finland,785460311,Start,5476031
Raino Westerholm,Finland,785816435,Stub,5476031
Pekka Heikkinen,Finland,785883496,Stub,5476031
Maj-Len Grönholm,Finland,786038861,Stub,5476031
Jan-Erik Enestam,Finland,786109698,Start,5476031
Max Jakobson,Finland,786148781,Start,5476031
Sebastian Tynkkynen,Finland,786441974,Start,5476031
Maarit Feldt-Ranta,Finland,787088271,Stub,5476031
Lauri Ingman,Finland,787193188,Start,5476031
Aapo Harjula,Finland,787319302,Stub,5476031
Aaro Salo,Finland,787325450,Stub,5476031
Aatu Halme,Finland,787349903,Stub,5476031
Abdirahim Hussein Mohamed,Finland,787391128,Stub,5476031
Osmo Soininvaara,Finland,787453633,Start,5476031
Ilmo Paananen,Finland,787660421,Stub,5476031
Hilja Riipinen,Finland,787777821,C,5476031
Heikki Ritavuori,Finland,787786371,C,5476031
Martin Saarikangas,Finland,787906253,Stub,5476031
Aino Malkamäki,Finland,787952515,Stub,5476031
Aino Malmberg,Finland,787952520,Stub,5476031
Kerstin Alm,Finland,787990467,Stub,5476031
Camilla Gunell,Finland,787990835,Stub,5476031
Britt Lundberg,Finland,787990888,Stub,5476031
Harriet Lindeman,Finland,787990950,Stub,5476031
Gun-Mari Lindholm,Finland,787991020,Stub,5476031
Fanny Sundström,Finland,787991181,Stub,5476031
Kirsti Lintonen,Finland,788008609,Start,5476031
Ritva Sarin-Grufberg,Finland,788130582,Stub,5476031
Aarre Simonen,Finland,788421714,Start,5476031
Carl Haglund,Finland,788792215,Start,5476031
Eva-Riitta Siitonen,Finland,788792229,Start,5476031
Henrik Lax,Finland,788792254,Start,5476031
Lasse Lehtinen,Finland,788792302,Start,5476031
Lauri Heikkilä,Finland,788792307,Stub,5476031
Liisa Jaakonsaari,Finland,788792316,Stub,5476031
Merja Kuusisto,Finland,788792331,Stub,5476031
Mika Niikko,Finland,788792346,Stub,5476031
Peter Östman,Finland,788792390,Stub,5476031
Pietari Jääskeläinen,Finland,788792394,Stub,5476031
Pirkko Ruohonen-Lerner,Finland,788792408,Stub,5476031
Reijo Tossavainen,Finland,788792416,Start,5476031
Satu Hassi,Finland,788792456,Start,5476031
Tarja Cronberg,Finland,788792466,Start,5476031
Ville Itälä,Finland,788792495,Stub,5476031
Esko Seppänen,Finland,788792638,Start,5476031
Ilkka Suominen,Finland,788792641,Stub,5476031
Marjo Matikainen-Kallström,Finland,788792649,Start,5476031
Matti Wuori,Finland,788792659,Stub,5476031
Ulpu Iivari,Finland,788792689,Stub,5476031
Uma Aaltonen,Finland,788792692,Stub,5476031
Matti Torvinen,Finland,788848033,Stub,5476031
Pentti Väänänen,Finland,788877749,Stub,5476031
Konni Zilliacus (senior),Finland,789006953,Start,5476031
Anne Huotari,Finland,789318196,Stub,5476031
Anne Kalmari,Finland,789318677,Stub,5476031
Anne Louhelainen,Finland,789320178,Stub,5476031
Anni Flinck,Finland,789339395,Stub,5476031
Anni Savolainen-Tapaninen,Finland,789339474,Stub,5476031
Antero Väyrynen,Finland,789390390,Stub,5476031
Antti Kaarne,Finland,789493217,Stub,5476031
Antti Linna,Finland,789493361,Stub,5476031
Antti Tossavainen,Finland,789493672,Stub,5476031
Antti Tulenheimo,Finland,789493689,Stub,5476031
Armas Härkönen,Finland,789734135,Stub,5476031
Arto Lahti,Finland,789853607,Stub,5476031
Arthur af Forselles,Finland,789885427,Stub,5476031
Astrid Thors,Finland,790016512,Start,5476031
August Hyöki,Finland,790132557,Stub,5476031
August Nybergh,Finland,790133764,Stub,5476031
Katri Kulmuni,Finland,790296723,Stub,5476031
Riitta Uosukainen,Finland,790303713,Start,5476031
Kaisa Raatikainen,Finland,790422107,Stub,5476031
Tiina Wilén-Jäppinen,Finland,790691744,Stub,5476031
Eljas Erkko,Finland,790861042,Start,5476031
Woldemar von Daehn,Finland,790987038,Stub,5476031
Juha Rehula,Finland,791107435,Stub,5476031
Sari Essayah,Finland,791294341,Start,5476031
Jaakko Laakso,Finland,791905434,Stub,5476031
Anna Kontula,Finland,792015541,Start,5476031
Mikhail Borovitinov,Finland,792296715,Start,5476031
Piia-Noora Kauppi,Finland,792668464,Start,5476031
Pekka Paavola,Finland,792750561,Start,5476031
Frans Oskar Lilius,Finland,792750814,Stub,5476031
Keijo Korhonen,Finland,793087836,Start,5476031
Ari Vatanen,Finland,793295238,C,5476031
Lasse Virén,Finland,793445713,C,5476031
Eero Akaan-Penttilä,Finland,794087568,Stub,5476031
Pirkko Aro,Finland,794485722,Stub,5476031
Claes Andersson,Finland,794530657,Stub,5476031
Carl Björkman (politician),Finland,795197229,Stub,5476031
Niilo Wälläri,Finland,795477188,Start,5476031
Tiina Sanila,Finland,795532643,Start,5476031
Susanna Huovinen,Finland,795748100,Stub,5476031
Artturi Niemelä,Finland,795831600,Stub,5476031
Kyösti Järvinen,Finland,795967838,Stub,5476031
Kirsi Ojansuu,Finland,796118996,Stub,5476031
Aleksi Randell,Finland,796494690,Stub,5476031
Paavo Arhinmäki,Finland,796707550,Start,5476031
Martti Korhonen,Finland,796707653,Stub,5476031
Seppo Kääriäinen,Finland,796824340,Stub,5476031
Artur Wuorimaa,Finland,796889970,Stub,5476031
Annikki Paasikivi,Finland,796986515,Stub,5476031
Antti Kuosmanen,Finland,796993998,Stub,5476031
Antti Hackzell,Finland,796994056,Start,5476031
Aarno Yrjö-Koskinen,Finland,797064591,Start,5476031
Hjalmar J. Procopé,Finland,797065587,Start,5476031
Onni Talas,Finland,797067445,Stub,5476031
Heli Paasio,Finland,797103401,Stub,5476031
Torsten Aminoff,Finland,797613770,Stub,5476031
Maria Guzenina,Finland,797683867,C,5476031
Matti Kekkonen,Finland,797800927,Stub,5476031
Esko Vaartela,Finland,797974813,Stub,5476031
Mikko Pesälä,Finland,798436915,Stub,5476031
Hilda Käkikoski,Finland,798492698,Start,5476031
Ozan Yanar,Finland,798508834,Stub,5476031
Ossian Aschan,Finland,798564951,Stub,5476031
Rolf Witting,Finland,798567091,Start,5476031
Antti Lassila,Finland,798569014,Stub,5476031
Gustaf Idman,Finland,798665482,Start,5476031
Alexandra Gripenberg,Finland,798744148,Start,5476031
Risto Hyvärinen,Finland,798844160,Stub,5476031
Viveka Eriksson,Finland,798970887,Start,5476031
Georg Magnus Sprengtporten,Finland,799002916,Start,5476031
Hanna Mäntylä,Finland,799092606,Start,5476031
Ville Niinistö,Finland,799216360,Start,5476031
Jorma Inki,Finland,799216559,Stub,5476031
Wäinö Wuolijoki,Finland,799248383,Start,5476031
Osmo Väinölä,Finland,799377091,Stub,5476031
Arvo Rytkönen,Finland,799391921,Stub,5476031
Arto Tanner,Finland,799392240,Stub,5476031
Ville Niskanen,Finland,799398464,Stub,5476031
Anni Sinnemäki,Finland,799400351,Start,5476031
Ensio Helaniemi,Finland,799401189,Stub,5476031
Heikki Kalha,Finland,799403977,Start,5476031
Alexander Stubb,Finland,799702743,B,5476031
Pia Kauma,Finland,799746777,Stub,5476031
Jaakko Laajava,Finland,799873817,Start,5476031
Rafael Erich,Finland,799874209,Stub,5476031
Paavo Rantanen,Finland,799874502,Stub,5476031
Eva-Christina Mäkeläinen,Finland,799875155,Stub,5476031
Björn-Olof Alholm,Finland,799876121,Stub,5476031
Åke Gartz,Finland,799882369,Start,5476031
Anders Chydenius,Finland,799897686,C,5476031
Helvi Sipilä,Finland,799902553,Start,5476031
Allan Serlachius,Finland,799933660,Stub,5476031
Rudolf Holsti,Finland,800000208,Start,5476031
Veera Ruoho,Finland,800559439,Stub,5476031
Tarja Filatov,Finland,800572772,Stub,5476031
Veijo Puhjo,Finland,800687614,Stub,5476031
Paavo Hynninen,Finland,800881120,Start,5476031
Otso Wartiovaara,Finland,800881303,Stub,5476031
Hella Wuolijoki,Finland,800962635,Start,5476031
Liisa Hyssälä,Finland,801049814,Stub,5476031
Sakari Tuomioja,Finland,801092480,C,5476031
Jani Toivola,Finland,801118074,Start,5476031
Oras Tynkkynen,Finland,801118275,Start,5476031
Pekka Haavisto,Finland,801118288,C,5476031
Eeles Landström,Finland,801187106,C,5476031
Eero Heinäluoma,Finland,801187759,Start,5476031
Eino Uusitalo,Finland,801225122,Start,5476031
Eero Yrjölä,Finland,801368431,Stub,5476031
Ann-Marie Nyroos,Finland,801390614,Stub,5476031
Elisabeth Nauclér,Finland,801393566,Stub,5476031
Arvid Genetz,Finland,801563460,Start,5476031
Reino Ragnar Lehto,Finland,801691882,Stub,5476031
Erkki Pystynen,Finland,801945366,Stub,5476031
Ernst Nevanlinna,Finland,801980795,Stub,5476031
Antti Isotalo (Jäger),Finland,802310899,Start,5476031
Carl Axel Gottlund,Finland,802319584,B,5476031
Ben Zyskowicz,Finland,802477945,Start,5476031
Anna-Maja Henriksson,Finland,802653992,Stub,5476031
Tuija Brax,Finland,802654097,Stub,5476031
Leena Luhtanen,Finland,802654175,Stub,5476031
Karl Wiik,Finland,802710795,C,5476031
Pentti Tiusanen,Finland,802850619,Stub,5476031
Tony Halme,Finland,802919420,C,5476031
Jan Vapaavuori,Finland,803033283,Start,5476031
Elisabeth Rehn,Finland,803177052,Start,5476031
Erkki Tuomioja,Finland,803234173,Start,5476031
Hedvig Gebhard,Finland,803248122,Stub,5476031
Christina Gestrin,Finland,803493681,Stub,5476031
Katrin Sjögren,Finland,803723623,Stub,5476031
Frederick Heiden,Finland,804180528,Start,5476031
Yrjö Leino,Finland,804299960,C,5476031
Sigurd Wettenhovi-Aspa,Finland,804564439,Start,5476031
President of Finland,Finland,804834818,C,5476031
Maria Lohela,Finland,805022661,Start,5476031
Pentti Arajärvi,Finland,805138682,Start,5476031
Kalle Könkkölä,Finland,805217392,Stub,5476031
Nasima Razmyar,Finland,805330123,Stub,5476031
Zahra Abdulla,Finland,805330274,Start,5476031
Tuula Haatainen,Finland,805506395,Stub,5476031
Martti Salomies,Finland,805746455,Stub,5476031
Jussi Niinistö,Finland,805908908,C,5476031
Antti Kalliomäki,Finland,805921778,Start,5476031
Reijo Hongisto,Finland,806199384,Stub,5476031
Pauli Kiuru,Finland,806202702,Stub,5476031
Sanna Marin,Finland,806357260,Start,5476031
Pentti Oinonen,Finland,806385993,Stub,5476031
Harry Harkimo,Finland,806497393,Start,5476031
Arto Bryggare,Finland,806524384,Start,5476031
Tarja Halonen,Finland,806539178,C,5476031
Olavi J. Mattila,Finland,806697442,Start,5476031
Mandi Hannula,Finland,806725259,Stub,5476031
Silvia Modig,Finland,806750904,Start,5476031
Matti Semi,Finland,806751020,Stub,5476031
Kari Uotila,Finland,806751062,Stub,5476031
Pekka Sauri,Finland,806752008,Start,5476031
Antero Vartia,Finland,806752191,Stub,5476031
Emma Kari,Finland,806752257,Stub,5476031
Johanna Karimäki,Finland,806752337,Stub,5476031
Heli Järvinen,Finland,806752441,Stub,5476031
Julius Krohn,Finland,806809857,Start,5476031
Väinö Voionmaa,Finland,806838566,Start,5476031
Aleksis Kivi,Finland,806856845,C,5476031
Antti Rinne,Finland,807155206,Stub,5476031
Mikael Jungner,Finland,807249736,Start,5476031
Merja Kyllönen,Finland,807407055,Stub,5476031
Ulf Sundqvist,Finland,807442052,Start,5476031
Arja Alho,Finland,807442122,Stub,5476031
Pertti Paasio,Finland,807442162,Stub,5476031
Esko Kiviranta,Finland,807443136,Stub,5476031
Mikko Alatalo,Finland,807443183,Stub,5476031
Lasse Hautala,Finland,807443230,Stub,5476031
Antti Kaikkonen,Finland,807443274,Stub,5476031
Mauri Pekkarinen,Finland,807443372,Start,5476031
Anu Vehviläinen,Finland,807443567,Stub,5476031
Annika Saarikko,Finland,807443629,Stub,5476031
Simo Rundgren,Finland,807444712,Stub,5476031
Janne Seurujärvi,Finland,807444756,Stub,5476031
Laura Kolbe,Finland,807445218,Start,5476031
Timo Kalli,Finland,807445285,Stub,5476031
Sirkka-Liisa Anttila,Finland,807445322,Start,5476031
Template:Portugal-mayor-stub,Portugal,446008048,Stub,10349000
Template:Portugal-diplomat-stub,Portugal,540004474,Stub,10349000
Template:Portugal-politician-stub,Portugal,561074684,Stub,10349000
Martim Afonso de Brito,Portugal,664669156,Stub,10349000
Veríssimo Aguiar Cabral,Portugal,680680191,Stub,10349000
Vítor Aleixo,Portugal,690548204,Stub,10349000
Fernão Martins da Fonseca Coutinho,Portugal,697369222,Stub,10349000
Antão Martins Homem,Portugal,700458967,Start,10349000
Francisco Lopes,Portugal,703412803,Stub,10349000
Jorge de Melo,Portugal,703721936,Stub,10349000
Alfredo Dinis,Portugal,706536578,Stub,10349000
Adelino da Palma Carlos,Portugal,706657010,Start,10349000
Joaquim Magalhães Mota,Portugal,706692574,Start,10349000
António Maria Baptista,Portugal,706838351,Stub,10349000
José Vitoriano,Portugal,706895462,Stub,10349000
Militão Ribeiro,Portugal,708048408,Stub,10349000
Francisco da Veiga Beirão,Portugal,708078412,Start,10349000
José Macedo Vieira,Portugal,708578704,Stub,10349000
David José Alves,Portugal,708579937,Stub,10349000
José Santos Marques,Portugal,710135228,Stub,10349000
Manuel Maria Coelho,Portugal,710372216,Stub,10349000
João Duarte de Sousa,Portugal,710999481,Start,10349000
João Teixeira Soares de Sousa,Portugal,710999695,Start,10349000
Francisco Manuel Trigoso,Portugal,712689174,Start,10349000
Domingos Oliveira,Portugal,713284593,Stub,10349000
Carlos Robalo,Portugal,714247387,Stub,10349000
José Dias Ferreira,Portugal,714268844,Stub,10349000
António Marques Mendes,Portugal,714591019,Start,10349000
João Crisóstomo de Abreu e Sousa,Portugal,714865836,Stub,10349000
Victor Crespo,Portugal,715330133,Start,10349000
Fernando Amaral,Portugal,715330269,Stub,10349000
Francisco de Oliveira Dias,Portugal,715379110,Start,10349000
Leonardo Ribeiro de Almeida,Portugal,715379252,Stub,10349000
Teófilo Carvalho dos Santos,Portugal,715379279,Start,10349000
Gonçalo Vasques de Moura,Portugal,716083266,Stub,10349000
Marcelo Duarte Matias,Portugal,716730134,Stub,10349000
Manuel Monge (military figure),Portugal,717549990,Stub,10349000
Pedro Nuno Bártol,Portugal,717907391,Stub,10349000
António Maria de Sousa Horta e Costa,Portugal,719103722,Start,10349000
Álvaro da Cunha,Portugal,719913892,Stub,10349000
Gonçalo Martins de Abreu,Portugal,719931352,Stub,10349000
"Garcia Moniz, o Gasco",Portugal,719933090,Stub,10349000
Armindo Monteiro,Portugal,720151608,Stub,10349000
João de Melo,Portugal,720415715,Stub,10349000
Jorge Jardim,Portugal,720610377,Stub,10349000
Nuno Viriato Tavares de Melo Egídio,Portugal,720930255,Stub,10349000
Jaime Batalha Reis,Portugal,721265452,Stub,10349000
Juvenal de Araújo,Portugal,721624646,Stub,10349000
António de Serpa Pimentel,Portugal,721758914,Stub,10349000
José de Freitas Ribeiro,Portugal,722065193,Stub,10349000
Sebastião Custódio de Sousa Teles,Portugal,722066125,Stub,10349000
José Hipólito Raposo,Portugal,722854384,Start,10349000
"António José de Ávila, 2nd Marquis of Ávila and Bolama",Portugal,723531386,C,10349000
Paulo Cafôfo,Portugal,723607968,Stub,10349000
Guilherme d'Oliveira Martins,Portugal,724085589,Start,10349000
António Dias de Oliveira,Portugal,724432754,Stub,10349000
António Rodrigues Sampaio,Portugal,724432803,Stub,10349000
"Francisco Xavier da Silva Pereira, 1st Count of Antas",Portugal,725159949,Start,10349000
Afonso Mendes de Melo,Portugal,727842422,Stub,10349000
José Alberto dos Reis,Portugal,730647424,Stub,10349000
João Maria Ferreira do Amaral,Portugal,730792888,Start,10349000
Teresa Patrício de Gouveia,Portugal,730898693,Start,10349000
Maria do Carmo Seabra,Portugal,730903399,Stub,10349000
"Gonçalo Coutinho, 2nd Count of Marialva",Portugal,730973052,Stub,10349000
Vasco Martins de Sousa,Portugal,730973092,Stub,10349000
Ernâni Lopes,Portugal,731671017,Stub,10349000
Luís da Cunha,Portugal,733266868,Start,10349000
Afonso Pires Gato,Portugal,733958868,Stub,10349000
José Adriano Pequito Rebelo,Portugal,734136897,Start,10349000
António Luís Gomes,Portugal,734178880,Stub,10349000
"Vasco Fernandes Coutinho, lord of Couto",Portugal,734619908,Stub,10349000
Estevão Martins de Leomil,Portugal,734620074,Stub,10349000
Egas Garcia da Fonseca,Portugal,734620501,Stub,10349000
Júlio Fogaça,Portugal,736444392,Stub,10349000
Luís Marques Guedes,Portugal,736497820,Stub,10349000
João de Freitas do Amaral,Portugal,738679841,Start,10349000
Tomé de Barros Queirós,Portugal,738874479,Stub,10349000
António Borges,Portugal,741462203,Start,10349000
João de Alpoim,Portugal,742000197,Stub,10349000
Luis de Alpoim,Portugal,742003553,Start,10349000
Fernão Álvares da Maia,Portugal,744246406,Stub,10349000
Álvaro Gonçalves da Maia,Portugal,744247625,Stub,10349000
Martim da Maia,Portugal,744249693,Stub,10349000
Elvino de Brito,Portugal,744319127,Stub,10349000
João Fernandes de Andrade,Portugal,744413419,Stub,10349000
"Rui Gomes de Abreu, alcaide",Portugal,744414032,Stub,10349000
Fernão Brandão Sanches,Portugal,744415915,Stub,10349000
Pedro Gomes de Abreu,Portugal,744416311,Stub,10349000
Leonel de Lima,Portugal,744417295,Stub,10349000
Martim Lourenço da Cunha,Portugal,744431850,Stub,10349000
Urraca Afonso,Portugal,744434001,Stub,10349000
António Borges Coutinho,Portugal,744572787,Start,10349000
Cristóvão Soares de Melo,Portugal,744702872,Stub,10349000
Soeiro Raimundes de Riba de Vizela,Portugal,744717324,Stub,10349000
Pero Fromarigues de Guimarães,Portugal,744720785,Stub,10349000
Flávio Ataúlfo de Coimbra,Portugal,744721079,Stub,10349000
António Barbosa de Melo,Portugal,744792210,Start,10349000
Artur Alberto de Campos Henriques,Portugal,745076911,Start,10349000
Martim Afonso Chichorro II,Portugal,745245781,Stub,10349000
Martim Afonso Chichorro,Portugal,745246211,Stub,10349000
Lourenço Soares de Valadares,Portugal,745247201,Stub,10349000
Sueiro Belfaguer,Portugal,745247335,Stub,10349000
Mendo de Sousa,Portugal,745247469,Stub,10349000
Gomes Echigues,Portugal,745247780,Stub,10349000
Manuel Monteiro,Portugal,745748303,Start,10349000
Cristóvão de Távora,Portugal,745925876,Stub,10349000
André Cusaco,Portugal,747410381,Stub,10349000
Vasco Martins de Melo,Portugal,747628282,Stub,10349000
Jaime Silva (Portugal),Portugal,747631113,Stub,10349000
Echigues Goçoy,Portugal,747838740,Stub,10349000
Diniz d' Alpoim,Portugal,748041514,Stub,10349000
Fernando Afonso de Albuquerque,Portugal,748055191,Stub,10349000
"Gonçalo Vasques Coutinho, 2nd Marshal of Portugal",Portugal,748064906,Stub,10349000
Mendo de Alpoim,Portugal,748108277,Stub,10349000
Liberato Pinto,Portugal,749233438,Start,10349000
Carlos Aboim Inglez,Portugal,749642064,Stub,10349000
José António Rondão Almeida,Portugal,749762606,Stub,10349000
"Henrique de Meneses, 4th Count of Viana",Portugal,750277729,Stub,10349000
Abel Fontoura da Costa,Portugal,750910155,C,10349000
Ernesto Hintze Ribeiro,Portugal,754089567,Start,10349000
Jaime Ornelas Camacho,Portugal,754299397,Stub,10349000
Duarte de Puy,Portugal,755315929,Stub,10349000
Rodrigo Afonso,Portugal,757557518,Start,10349000
"António José de Ávila, 1st Duke of Ávila and Bolama",Portugal,757852574,C,10349000
Rogério Bacalhau,Portugal,757961341,Stub,10349000
Manuel Frasquilho,Portugal,759280258,C,10349000
Diogo Afonso,Portugal,759520156,Start,10349000
Miguel de Vasconcelos,Portugal,761248391,Start,10349000
"Moninho Viegas, o Gasco",Portugal,762617698,Stub,10349000
Trastamiro Aboazar,Portugal,762776428,Stub,10349000
Aboazar Lovesendes,Portugal,763080840,Stub,10349000
Vasco de Almeida e Costa,Portugal,763123846,Start,10349000
António Bagão Félix,Portugal,763454195,Start,10349000
Diogo de Barcelos Machado Bettencourt,Portugal,763498724,B,10349000
"João Afonso Telo de Meneses, 2nd Lord of Albuquerque",Portugal,764305176,Stub,10349000
Mário Lino,Portugal,765014084,Stub,10349000
António Teixeira de Sousa,Portugal,768649258,Stub,10349000
João Leite de Bettencourt,Portugal,768784009,Start,10349000
Ângelo Correia,Portugal,769911712,Stub,10349000
Mouzinho da Silveira,Portugal,770541385,C,10349000
Sancho Nunes de Barbosa,Portugal,770861729,Stub,10349000
João de Vallera,Portugal,771134417,Stub,10349000
Dom Manuel de Portugal,Portugal,773567672,Start,10349000
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",Portugal,777612250,Start,10349000
José Mendes Melo Alves,Portugal,777614688,Start,10349000
Telmo Pinto,Portugal,777739936,Stub,10349000
Michael Seufert,Portugal,778888770,Stub,10349000
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",Portugal,779005915,Start,10349000
José Bernardino de Portugal e Castro,Portugal,780528067,Stub,10349000
Anselmo José Braamcamp,Portugal,780793265,Stub,10349000
